montoConseguido,titulo,moneda,meta,contribuidores,porcentaje,descripcion,enlace
1785,Raise Up With Tammy!!,U.S. Dollar,20 000,35,9%,"Raise Up With Tammy!!! Hello, I am, Brandee Goldwire and I'm friends with Tammy Grubenhoff. Tammy Grubenhoff and I have known each other since Deer Park High
  School,  let's just say we celebrated the 80's together- LOL Tammy is a caring, loving, kind, spunky, & upbeat gal that I am
  proud to call my friend, as are many others. On November 5th, 2018 Tammy had emergency back surgery. There were
  complications during the surgery. Tammy is now diagnosed as an
  Incomplete Quadriplegic as a result of those complications. (Total
  life game changer to say the least) There are many secondary diagnoses and complications that following
  along with being an Incomplete Quadriplegic. Tammy worked at Cincinnati Eye Institute for many yrs and absolutely
  loves her work family. It was extremely difficult for her to have to
  resign after dedicating herself to helping others. Tammy's resignation
  was due to her newly acquired medical conditions. Tammy is a strong fighter and continues to fight every day in hopes
  of a full recovery! This will take years and a great deal of
  perseverance. It's not something that just happens overnight. Tammy continues to fight and stay strong every day. Tammy utilizes
  everything available to her- Physical therapy, occupational therapy,
  medical appointments, medical procedures and the list goes on... Some bright light did shine on Tammy in January of 2019! She married
  her bestfriend, Scott Wilkins ♡ Scott has been unwavering by Tammy's side. Tammy needs our help now! Let's All, RAISE UP With TAMMY!!! Let's all not only send strength, support and Encourage her along in
  her way through her new journey but let's RAISE UP SOME $$$$ The funds raised will be for Tammy to use as she feels towards
  medical expenses, bills, transport van, and anything that she needs to
  help ensure safety and quality of life during her transition into her
  new normal. No donations are to small or to big! With love and gratitude from Tammy Grubenhoff's friend,  Brandee Goldwire.",https://fundrazr.com/01Se58
1675,Let's help Panagiotis get the cancer treatment he deserves!,Canadian Dollar,3000,27,56%,"Panagiotis Hazapis is the name of one of the most kind-hearted and
  generous people I have ever met. Every day for him is a day of serving
  others. He feeds all the village strays, spends time sharing knowledge
  with the village children, checks in with the aging members of the
  community regularly, and recently saved one of their lives, just
  because he was there and the timing was right. Panagiotis is one of the real victims of the Greek financial crisis.
  After a lifetime of hard work, paying his taxes, and paying in to the
  government pension, doing everything by the book, he now finds himself
  receiving only 1/3 of what his pension was promised to be. Though this
  is hardly enough to support himself and his wife, he would give the
  shirt off his back to anyone in need and never complains about the
  circumstances they've been handed. They have adapted to their
  situation and live modestly, but cannot afford the dilemma they are
  now faced with. We have just learned that Panagiotis has been diagnosed with prostate
  cancer.  The Greek healthcare system will only cover the cost of
  therapy using an archaic radiation machine, which would result in
  numerous side effects and offer a very low success rate. The best
  course of action, a laproscopic surgery to remove the tumor, will cost
  5000 euro (roughly $7500 Canadian dollars), which is something they
  unfortunately cannot afford. Having this surgery would allow him to
  live out his remaining years with his wife by his side, doing what he
  loves most; caring for the village and all who reside within it. If we can find 1000 people willing to sacrifice their Starbucks for a
  day, we have a chance at helping this incredible, selfless man beat
  the odds.  Whatever funds we are not able to raise we will be
  contributing ourselves, so any contribution, no matter how big or
  small, is greatly appreciated. Panagiotis is a proud man and would never want to ask for help from
  others.  Unfortunately pride will not allow him to receive this
  important and life-saving procedure, so we have taken it upon
  ourselves to reach out to the community for help. Thank you in advance.",https://fundrazr.com/a1TAD7
806,Its Magic (Mias Bucket List),Pound Sterling,5000,10,16%,"We are Fundraising for  “Its Magic Mia’s Bucket List” “Mia has an undiagnosed neurodegenerative disease which is life
  threatening. Last Autumn she was rushed into hospital with fits and
  that’s when life changed forever for Mia and us. Mia has gone from a
  healthy 5 year old to a 6 year old with vision impairment and facial
  palsy along with poor coordination unable to walk far, fine motor
  skills are deteriorating, basically she is going backwards in her
  development. She has had MRI scans that are showing clouding on the
  brainstems (bulbar palsy) which are making signals from the brain to
  the body confused and unstable.  We take every day as it comes as we
  are unsure of what the future holds but know the condition is
  incurable and ongoing with many hospital visits and tests. We decided (as advised by one consultant) to enjoy life as fully now
  whilst she’s able to and have put together a bucket list for Mia of
  everything she would enjoy to keep that smile on her face as long as possible. I hope with family and friends to fundraise as much as possible to
  accomplish this for not only my daughter but a very brave girl who
  still manages to put a smile on people’s faces with everything she’s
  going through…..” Sarah Parnell- Mia’s Mum",https://fundrazr.com/anYF2
30552,Help Jason Fine fight his war with Cancer,U.S. Dollar,30 000,291,102%,"Jason Fine (44), has been fighting Stage 4 Malignant
  Melenoma Cancer since April 28rd, 2014. He is an avid CrossFitter with
  16 years coaching and 7 years of CrossFit experience. Jason more
  importantly is a loving husband, son, brother, coach,
  afilliate co-owner at CrossFit North Scottsdale , 2013
  CrossFit Games Master's Athlete (finished 16th M40-44) and friend to
  many. He is originally from Minnesota and lived in Montana 10 years
  before relocating to Arizona in 2003. Since his April 28th diagnosis, Jason had an emotional week after
  finishing the 2014 CrossFit Open ranked 37th in the World (M40-44) to
  being told 3 days later he had malignmant melenoma cancer. There
  were no warning signs. No ""bad moles"" after regular
  dematology checks. He did everything RIGHT. Then just 3 days after
  the news, he was told the cancer had spread to his brain and was
  now terminal stage 4, he had just 3 months to live unless he had
  surgery to remove the brain tumor. Jason underwent brain surgery Friday May 2nd to remove the 1""
  tumor from his occipitical lobe and is home recovering well now. Jason
  and the Dr's attribute the speedy recovery to his excellent fitness
  conditioning from CrossFit ! This is truly just the beginning of the challenges ahead for the
  entire Fine Family. His sister (46) is also has Stage 4 Melenoma
  Cancer and has been fighting it for the past 18 months. Treatment will
  be intense and long. He has additional Gamma Knife treatment scheduled
  May 23rd and then possibly a year of immuno/chemo-therapy after they
  find out what the genetic mutation was. His family, friends and
  community stand behind him in this WAR. We are asking for donations to help with the costs of treatments
  coming this next year, which we all know will escalate quickly. Jason
  does have health insurance but a hgih deducatle plan and no
  perscription drug coverage. He was always healthy and it wasnt needed.
  Now, EVERY dollar you donate will go directly to the chemo therapy and
  medication since he does not have this coverage. This will help Jason
  and his family to focus 100% on his recovery, without any undue stress. Do what you can. This is just the beginning to a year long battle and
  anything is welcome and very much appreciated. Thank you so much!",https://fundrazr.com/2l2q2
255,Help My Mom Kick Cancer!,U.S. Dollar,50 000,6,1%,"Hello, everyone. For those of you that don't know me, my name is
  Amelia Myers. I am a newlywed living in Japan and teaching
  internationally with my husband. I received a phone call the other day
  with possibly the worst news my mind could have imagined. My mother has breast cancer. It was a surreal moment for me. I had never felt so trapped and
  helpless. I honestly thought myself and my family were invincible to
  tragedy like this, but this was not the case. Thankfully, they seem to
  have caught it before it spreads too far, but it will be a long and
  painful battle to prevent any further issues from occurring. She has
  many more appointments to make, future surgeries, future treatments...
  We are not even sure what the botched insurance policies will even do
  at this point. I am trying to do everything I can from abroad to help, but
  unfortunately I have little to no options other than wait, hope, and
  pray. My husband, Jason, and I are planning on returning to the States
  as soon as we can for a visit, but it will take us some time to raise
  enough money to do so. Jason and I didn't get to have a proper wedding
  ceremony due to our quick move abroad (and the funds required for
  moving), so we were planning on returning to have a vow renewal and
  reception party so that our parents could attend. That is even more crucially important to me now. I want my mother to be able to see me in a wedding dress. I want
  my parents to be able to afford to retire and live comfortably, and
  maybe pay us a visit as well once in a while. I want my mother to be
  able to afford her treatment. I want to see my mother kick this and get better. And I need
  your help to do that. Please, consider donating any small amount (even $1 will matter
  in the long run). Every dollar donated will go straight to paying for
  her treatments and medical costs. If there are any extra funds after
  the fundraiser is over, I will personally be donating them to the
  Breast Cancer Research Foundation to help future cases like my
  mother's. Even just sharing this fundraiser would mean the world to my
  family and I. Thank you. --- I will list below the current charges for my mother's medical
  treatments. I will update as we get more information. Breast Imaging Diagnostic Bilateral Visit -
  $1,352.80 Breast Imaging Ultrasound Guided Breast Biopsy Visit -
  $7,335.48 Consultation Visit - $272.80 MRI Breast Bilateral
  With & Without Contrast Visit - $5,985.36 Breast Imaging
  Ultrasound Left Breast Limited Visit - $908.00 Established Visit
  - $176.80 Neck Ultrasound Visit - $1,209.60 EKG/Monitor Walk
  In Visit - $26.40 Hospital Stay - $10,224.35 Surgery -
  $48,836.57 Hospital Stay - $2,842.40 Total Outstanding Balance : $79,170",https://fundrazr.com/51TE12
9235,SMA fundraising challenge. 15 PLN - £3 for Adaś.,Polish Zlotych,500 000,90,2%,"My name is Ania. I am proud to introduce you a brave, little boy Adaś
  who was born with Spinal Muscular Atrophy (SMA) Type 1. Spinal Muscular Atrophy (SMA) ( http://www.nhs.uk/conditions/Spinal-muscular-atrophy/pages/introduction.aspx )
   is a genetic disease that causes muscle weakness and progressive loss
  of movement. Type 1 is the most severe and in most cases causes severe
  respiratory problems which means that children rarely survive beyond
  two years of age. 1 in 5000 children is born with SMA around the world. Please join this SMA fundraising challenge and help Adaś to continue
  his experimental therapy treatment. Adaś Skrzypek  was born just
  before Christmas with the worst type of SMA, type 1. His parents were
  told that he would not reach his first birthday. The doctors informed
  them that there is no cure for SMA at the moment and all they could do
  was to wait for the worst, while his muscles slowly withered away
  until his respiratory system failed and cause Adaś to suffocate. But,
  despite terrifying diagnosis, Aneta and Tomasz Skrzypek, Adaś’s
  parents didn’t give up. They started a daily rehabilitation regime for
  Adaś and started searching around the world for a cure. Adaś's
  condition deteriorated quickly which meant he was no longer offered
  experimental therapies in Europe. He was now not able to swallow or
  breathe properly and was fitted with a tracheotomy tube. Adaś nearly
  died several times but he is a little fighter and was able to start an
  experimental therapy which his parents had found. They didn’t give up
  after being refused help in Europe and they searched around the world
  finally coming across a new treatment in America. The therapy involves
  an injection every 45 days and oral medications in between. Adaś was
  given the first injection just before he turned 6 months old. And a
  tiny mirracle had happened!! Adaś was able to breathe for 20 minutes
  all by himself for the first time in a very long time. He was also
  able to slightly move his head and suck a dummy. There is a realistic
  chance that the experimental therapy that Adaś is receiving will be
  successfull. But unfortunately the cost of the treatment have exceeded
  his parents financial capabilities. The cost of it is 80000 polish
  zlotych (£15,000) every 45 days, and this sum will increase once the
  doses get stronger. By helping Adaś, we are helping children around the world who have
  been or may be born with incurable SMA. We can make a difference and
  change the world. We are giving hope to all the parents who were told
  that the only thing they could do was to give up and wait for the
  worst. Please help by donating any amount in polish zlotych (PLN) or
  the equivalent in another currency and sharing it on Facebook. We can
  spread the word and be a part of something amazing!! We can save
  children all around the world. * You are most welcome to donate as much as you wish. FundRarz and
  PayPal take a fee from each donation: On a £1.00 (5 PLN) transaction, the fee charged will be £0.28 On a £5.00 (25 PLN) transaction, the fee charged will be £0.60 On a £100.00 (500 PLN) transaction, the fee charged will be £8.10 If you don't have PayPal acount you can pay by debit or credit card
  as well. You can also visit Adas's facebook site for alternative forms
  of donation: https://www.facebook.com/togetheragainstSMA/ Rdzeniowy zanik mięśni (Spinal Muscular Atrophy -SMA), to choroba
  neurodegeneracyjna, skutkująca postępującym upośledzeniem mięśni
  szkieletowych, a w ciężkich przypadkach prowadząca do śmierci. Typ 1,
  wczesnodziecięcy jest najpoważniejszy. Objawy choroby pojawiają sie
  zaraz po urodzeniu lub do szóstego miesiąca życia. Dziecko rzadko ma
  szansę przeżycia dwóch lat. 1 na 5000 dzieci na świecie rodzi sie z SMA. Adaś Skrzypek jest malutkim chłopczykiem, który urodził się 20
  grudnia 2015 roku w Tarnowie. Adaś jest chory na SMA typ 1. Jego
  rodzice, Aneta i Tomasz Skrzypek, przed Wigilią dowiedzieli się, że
  ich długo wyczekiwany synek może nie doczekać swoich pierwszych
  urodzin. Lekarze nie dawali Adasiowi żadnych szans. Jedyne co Państwo
  Skrzypek mogli zrobić, to poddać się i czekać, aż mięśnie Adasia
  zwiotczeją, a uklad oddechowy przestanie działać i Adaś sie udusi.
  Jednak rodzice Adasia z pełną determinacją podjęli poszukiwania
  eksperymentalnej terapii w Europie, która dałaby szansę Adasiowi.
  Niestety po początkowym zakwalifikowaniu Adasia do jednej z terapii,
  stan chłopca pogorszył sie na tyle, że odmówiono jego leczenia. Adaś
  był kilka razy bliski śmierci, ale jest malutkim wojownikiem i przeżył
  po to, by móc wziąść udział w eksperymentalnej terapii, którą znaleźli
  jego rodzice. Nie poddali sie kiedy odmówiono Adasiowi leczenia w
  Europie i rozpoczęli poszukiwania na szeroką skalę na całym świecie,
  aby wreszcie znaleźć nadzieję w Ameryce. Chłopczykowi zaproponowano
  terapię w trakcie, której co 45 dni dostaje zastrzyk, a w między
  czasie przyjmuje leki doustne. Adaś pierwszy zastrzyk dostał niedługo
  przed swoim 6 miesiącem życia. I stał sie maleńki cud!! Adaś był w
  stanie samodzielnie oddychać przez 20 minut, czego nie mógł robić już
  od długiego czasu. Mógł również lekko poruszać główką i trzymać
  smoczek w buźce. Nie mógł tego robić od wielu tygodni. Jest realna
  szansa, że ta eksperymentalna terapia, której Adaś jest poddawany,
  będzie zakończona sukcesem. Niestety, koszt terapii przerósł
  możliwości finansowe rodziców Adasia. Jej koszt, to 80 tysięcy złotych
  co 45 dni. Może to ulec zwiększeniu, kiedy dozy staną się mocniejsze.
  Pomagając Adasiowi, pomagamy dzieciom na całym świecie, które już są
  lub urodzą się chore na nieuleczalną chorobę rdzeniowego zaniku mięśni
  (SMA). Możemy zmienić ich świat i dać nadzieję rodzicom, którym
  powiedziano, że jedyną rzeczą, którą mogą zrobić, to poddać się i
  czekać na najgorsze. Proszę, pomóżcie Adasiowi wpłacając datki w
  złotówkach lub ich równowartość w innych walutach i udostępniając to
  na Facebooku. Możemy rozpowszechnić informację o Adasiu i być częścią
  czegoś wspaniałego!! Możemy wspólnie uratować dzieci na całym świecie!! * Jeśli są Państwo w stanie wplacić więcej niż 2 funty, to serdecznie
  dziękujemy.                                                          
                                 FundRarz i PayPal pobiera opłatę od
  każdego datku. Od £1.00 (5 PLN) jest to £0.28 Od a £5.00 (25 PLN) jest to £0.60 Od a £100.00 (500 PLN) jest to £8.10 Osoby nie posiadające konta PayPal mogą również zapłacić kartą
  debetową lub kredytową. Zapraszam również do odwiedzenia strony Adasia
  na Facebooku: https://www.facebook.com/RazemprzeciwSMA/ . Tam
  znajdą Państwo alternatywne formy płatności.",https://fundrazr.com/018wDe
18845,Support for Treva - Breast Cancer Journey - Part III,Polish Zlotych,800 000,88,41%,"The post below is from Treva's blog, OneGoodBoob ,  where she chronicles her breast
  cancer journey that started way back in 2005. She
  hoped that new posts wouldn't be necessary.  But unfortunately, she
  received some bad news.  Breast cancer.  Again.  For the third time.
   I'll borrow the title from one of her early posts... ""Ain't That Some Shit!"" If you're reading this, you know Treva's personality and can hear her
  voice and brutal honest truth in those words.  You also know her
  strength - her ability to fight endlessly and to also be there for
  every single person when they need her. The financial burden of cancer is beyond tremendous.  It's hard
  enough to go through treatment and all that comes with it.  We want
  for Treva, Marshall and Bella to not feel the strain of medical bills.
   We want for their lives to continue as normally as possible during
  this time.  Would you help make this possible? Hundreds and hundreds of people love Treva and her beautiful
  family. Please share so that we can reach everyone who cares and wants
  to help. We love you Treva!!! http://www.onegoodboob.wordpress.com/2018/10/09/being-water/ Be water. Whatever forms of water this journey of life requires of you A stream, a drip, a tsunami, a gentle rain or maybe the waves of the oceans For water always finds a way September 7th was not a good day.  The week had been a cluster of
  tests and biopsies.  Once again, for the third time, I was told that I
  had cancer.  I was somewhat surprised by my reaction.  If you have
  read my prior blog posts, you know that I always felt that I was
  “running from the monster”.  Maybe I knew that he would one day catch
  me again.  Whatever the reason, I remained eerily calm in the face of
  this storm.  This time it is in the other breast, the “one good boob”. Life has thrown me many curve balls, as it does with us all.  I
  decided this time not to waste energy on being angry or super sad.  I
  am facing this fight focused and confident.  I am going into this
  battle as a seasoned warrior.  I will not lose.  I will beat it
  again.  I will be here for my daughter, my husband, my family and my friends.",https://fundrazr.com/forourfriendtreva
1935,Please help support Avery during chemo,U.S. Dollar,2000,40,97%,"My son Avery was diagnosed with acute myeloid leukemia on April 25th,
  2019 after a 6 day hospital stay. We have currently been in the
  hospital for 15 days and have at least 3 more weeks to go followed by
  a few days at home and more 28 day cycles in the hospital. During this
  time I have been with Avery 23 hours a day and haven’t been working
  while he receives chemo. I hate asking for help but during this
  process I need to lean on my village. Anything will help keep me here
  with Avery while we go through what is probably the hardest time in
  our life.",https://fundrazr.com/51UuZ5
5510,Miles Turns Two,U.S. Dollar,5000,49,110%,"Miles was born at 9:35PM on June 8, 2017 at Advocate Lutheran General
  Hospital, and it was quickly discovered that something wasn't quite
  right. Miles was gasping for air and showing signs of seizures, and he
  was almost immediately whisked away to the NICU for what would be his
  home for months to come. After four, long days of tests, x-rays, and
  more pokes than one newborn should ever have to endure, it was
  discovered that Miles's ALP levels were ""immeasurable"" and
  many of his bones were so under-mineralized, that they didn't even
  show up on x-ray. While we didn't have genetic confirmation at this
  point (that would come a few weeks later), Miles was diagnosed with
  Infantile Hypophosphatasia - or HPP for short. With his essentially
  nonexistent ALP, Miles is unable to mineralize bones properly. His
  body also struggles with breaking down B6, which cause him to suffer
  from B6 responsive seizures. Thankfully for Miles and the rest of us,
  there is an enzyme replacement therapy that was recently approved by
  the FDA. Miles received his first injection on June 23. It took about two months to start to see some development in Miles's
  bones. His skull that was referred to as ""bone buds"" when he
  was born was finally starting to mineralize. His ribs that looked like
  toothpicks on the first x-ray were showing some strength. We had no
  idea for these first couple of months if the enzyme replacement
  therapy would work. And these x-rays were the first real sign of hope
  because by the end of July, Miles had tired himself out from his
  short, shallow breathing and found himself intubated. After much
  discussion with his doctors, Miles had surgery to get his trach and
  g-tube on August 9. Now you'd think that with a ventilator helping him breathe and the
  enzyme replacement therapy helping him mineralize his bones, we would
  have started to see marked improvement in Miles. But that wasn't the
  case. Miles continued to struggle. Growing bones is apparently quite
  painful (I mean even the great Harry Potter thought so). After some
  advocating by his wonderful nurses, Miles was given a morphine drip
  for the pain. He was also on a number of sedative drugs. It took until
  November, at over 5 months old, for Miles to be weaned off of his IV
  drips and have his central line removed. Even after his central line
  was removed, it took until December for him to be weaned completely
  off of morphine. And on January 16, 2018, after 222 days in the NICU, Miles was
  finally stable enough to come home. But this wasn't the end of Miles's
  medical adventures. Miles came home 100% ventilator and oxygen
  dependent. He also was fed entirely through a g-tube and never took a bottle. For the past year and a half, Miles has made major strides. He's
  learned to sit unassisted, to crawl, and even bear weight on his once
  broken legs. He's grown strong enough to start weaning off the vent.
  And he's begun taking some food by mouth. But Miles still has a
  lifetime of obstacles to overcome thanks to his HPP. For Miles's second birthday, we are raising money for Soft Bones.
  Soft Bones is an amazing organization that has helped us so much in
  Miles's first two years of life. They offer support and resources to
  HPP patients and families. They fund research to help better the lives
  of patients with HPP, and hopefully to one day fine a cure for HPP. We
  are honored to give back to this organization that has given us so much. For more information on HPP or Soft Bones, visit SoftBones.org",https://fundrazr.com/milesturnstwo
355,Help James get something off their chest!,U.S. Dollar,8000,10,4%,"About me: I’m a passionate animal lover from Roanoke,
  VA working at a nonprofit animal welfare organization in the
  Shenandoah Valley (yep, the same one the sad song is about). I was
  privileged as a young adult to spend time in safe spaces, and I found
  the latitude to question my gender. While I was described as a tomboy
  in my childhood, there is perhaps more to the story as an adult. The Challenge: I am deeply rooted to nonprofits and
  cause-based work, leaving little time and energy left towards pure
  capital gain. That said, over my years of questioning, researching,
  listening to trans people’s personal journeys, and amplifying voices
  where and when I can, surgery is going to be part of my transition to
  greater comfort in my own body and my own skin. While I find it
  difficult to put into language the nuance of how I feel in my body,
  the long and short of it is that I’m very uncomfortable with some of
  its features that cannot be the shape I feel they should without top surgery. The Goal: The purpose of this fundraiser is to raise
  money to pay for my top surgery. Donations will go directly to getting
  something off my chest so I can continue my work in the nonprofit
  sector with animals who have no voice otherwise. I humbly ask for your consideration among
  so many other worthy causes. A few dollars, a few cents, is deeply
  appreciated! Every contribution counts! No donation is too small!",https://fundrazr.com/boobsbegone
5720,Kidney for Bryanna,U.S. Dollar,5000,59,114%,"My daughter, Bryanna, needs a kidney. She is 19 years old and is one
  of the hardest working, loving and hilarious young Christian woman I
  have known. Unfortunately, while she was a junior in high school, it
  was discovered that her kidneys were failing. She was diagnosed with FSGS, which causes scarring in the tiny
  filters in her kidneys, rendering them useless. Several medications
  were used in an attempt to slow the progress of the disease but her
  body did not respond.  This past November she had a dialysis catheter
  placed and started dialysis. She does her dialysis at home and has so
  much responsibility between her daily 14 hour dialysis routine, many
  medications, strict diet and weekly clinic appointments. As her health
  declined, she has maintained a part time job and has taken classes at
  community college as she wants to become a registered nurse. She has
  nowhere near the stamina a 19 year old should have but she pushes
  herself so hard. Wait time for a type O kidney in Michigan is 5-5 1/2 years. As a
  parent it is gut wrenching to watch her suffer the fatigue, constant
  nausea, and occasional depression. A suitable live donor has not been
  found. Fort Worth, Texas currently has the shortest wait time in the
  nation at less than a year is estimated. As a result, we are uprooting
  our family and moving to Texas in order to have her listed there. We will be starting over with new insurance deductibles and, due to
  moving expenses, paying her medical costs will be very difficult.
  Please consider donating in order to offset the medical costs for her
  current treatment and help us prepare for a transplant. All donations
  will be kept in a separate account for her medical bills. Ability to
  afford medical expenses (such as post transplant anti-rejection
  medications) is necessary in order to be listed for transplant. We appreciate all support, whether it is monetary, a prayer or a word
  of encouragement. Please be sure to consider becoming a registered
  organ donor and be sure your family is aware of your wishes. There are
  so many people like Bryanna who are waiting. Thank you so much for reading this and for caring.",https://fundrazr.com/11Ugn5
2665,Fundraiser for Michelle Smith,U.S. Dollar,20 000,39,13%,"Hi my name is David Prendergast and I wanted to invite you to a event
  to help my sister Michelle Smith with her fight against cancer. We are
  holding a pig roast and beer fundraiser for Michelle Smith to help her
  pay medical bills and expenses related to her cancer treatment. Michelle is battling uterine cancer. We want to support her in her journey.",https://fundrazr.com/e1Vcz9
39300,Help Zuberi Walk Again With Stem Cell Treatment                in 2019!!!,U.S. Dollar,100 000,6,39%,"https://youtu.be/qAHDUtt8YAA In 1993 in Oakland, CA at age 23, Zuberi Mwanathaura became the
  unintentional target in a gun shooting. In the aftermath that
  followed, he was ultimately rendered paralyzed from the chest down and
  wheelchair bound. The shooter’s bullet was meant for his cousin, but
  he was caught in the crossfire, an irony, since he had lived as a law
  abiding citizen his entire life; making his goal to stay clear of
  drugs and violence, unfortunately it became his nemesis. Zuberi lived a very positive and active life before, which he still
  maintains since the tragedy. Albeit, he grew up in the inner city and
  managed to avoid major incidents of violence involving guns, drugs and
  gangs. He knew it was incumbent to remain focused on his goals of
  living a very disciplined life by never drinking alcohol or using any
  kind of drugs, thus avoiding conduits possibly predisposing themselves
  such a tragic outcome. Zuberi at the very time of the shooting worked
  three jobs, seven days a week, while raising two children along with
  pursuing his goals and dreams of being an entertainer (actor, model,
  dancer, rapper and writer). Post the immediacy of the incident, he has
  survived two life threatening surgeries with his heart stopping twice
  on the operating table. Afterwards, and as he convalesced, while
  bedridden for a year, with countless prayers, tears, family and
  community support, he regained physical strength and emotional
  resiliency (although punctuated by intense, constant, and chronic pain
  related to the remaining bullet fragments in his spinal cord and
  chest; 25 years post-incident, he continues to endure the never-ending
  constant, excruciating, chronic, physical pain induced by the bullet
  fragments that remained in his spine). Once stabilization period peaked Zuberi began volunteering by
  mentoring to youth, doing motivational speaking engagements, at
  numerous schools, churches, and social programs; ALL at his own
  expense never charging a fee for his services! Desirous of furthering
  his formal education, Zuberi went back to school and began to
  matriculate his degree and in May, 2000 he was conferred with a
  Bachelor of Arts degree in History Education from Clark Atlanta
  University in Atlanta, Georgia. Currently Zuberi has a T4 Spinal Cord injury, as well as bone on bone
  cartilage wrist damage, as a result of 25 years of confinement in his
  wheelchair and years of operating his wheelchair manually. His
  recommended treatment for his condition is Stem Cell Treatment and
  Rehabilitation. He is requesting this project be funded As Soon As
  Possible in order for him to benefit from this crucial and essential
  surgery. In addition, he is a prolific writer and film producer with
  an ultimate goal to complete his book and documentary projects titled,
  “Dreaming Beyond My Circumstances”; highlighting  his “ tragedy to
  triumph” story to encourage others that no matter what their adversity
  in life or circumstances they live with, to never give up. Zuberi
  hopes to exemplify that you can still make it no matter your
  circumstances. He wants to shout from the mountaintops, “Just don’t
  give up on your dreams, goals and aspirations, and NEVER give up the
  fight!” His ultimate goal is to walk, dance and run again through this
  vital Stem Cell Treatment. On behalf of Zuberi Mwanathaura, we wish to Thank You in advance for
  your prayers, your financial support, your love and sharing his story
  through social media, and with your friends & families. Please join us in our campaign to Help Zuberi Walk Again in 2019!! Speech in link below of Zuberi doing a Motivational Speech to High
  School Students in Oakland, CA. https://youtu.be/4Y65D7Iljoc Peace and Blessings to All!!!",https://fundrazr.com/51QQ23
3805,Ceiling lift for Ryan’s 12th birthday,U.S. Dollar,38 000,28,101%,"Our son, Ryan, is 11 years old and suffers with Miller Dieker
  Syndrome. He needs total care for all of his needs and daily
  activities. He is now 74 pounds and getting so heavy for us to lift.
  We have sent a letter of medical necessity and applied twice for a
  lift to Ryan’s Medicaid but have been denied even after appealing. His
  12th birthday is coming up on June 21st and the only thing I can think
  of that he needs is a manual ceiling lift. This will help us safely
  get him from his bed to his wheelchair or to his bath chair. He has
  been getting bed baths for a year now despite having a rolling bath
  chair and a walk in shower to use because it is no longer safe for us
  to lift him especially when he is wet from the shower. He also goes
  many places throughout the week (church, therapy, and family outings)
  and we do not want him to be limited from these activities because we
  can no longer lift him and put him in his wheelchair. We do not want
  him to become bed bound. We have found a manual ceiling lift and track
  system at the lowest price possible that will meet his needs and have
  attached pictures. Thank you for sharing or story or donating to his
  fund for his 12th birthday!",https://fundrazr.com/91VMaf
635,Pediatric Brain Cancer - Brave Like Georgia,U.S. Dollar,1000,13,64%,"Meet Georgia...in this picture, February 16th, was the first
    day Georgia started complaining of headaches. Soon after, she was
    diagnosed with. She has already triumphed over so many medical issues in such a
    short amount of time - brain surgery, blood transfusion, days of
    severe pain throughout her body, high fevers, extreme nausea, hair
    loss, and she just finished 6 weeks of chemotherapy and yet, the
    list goes on. The
    location of concern is against her brain stem and her oncologist
    said if a second brain surgery is needed, it will have to be more
    aggressive with the likelihood of damage happening. The sooner
    Ependymoma is removed completely, the better it will be for her. We
    are praying and having faith that Georgia will be completely healed
    and a second brain surgery will not have to happen ✝️❤️ She had an MRI on Tuesday morning. While they await the determination for a second brain surgery, I need your help and support to give back to Georgia and her
    family. Each donation is being matched by Usborne Books & More. The donations will be used for medical expenses, gas, food, and more. If possible, can I count on you to donate $50?",https://fundrazr.com/01Vhl4
2964,Please Help This Kid To Get A Chance to Live,U.S. Dollar,40 000,42,7%,"My Dear Friends, I don't even know where to start... All of you or most of you know my story. Today, Monday the 25th, I woke up as usual with million things in my
  head... my blood work was bad on Friday... tons of work ahead of me...
  and billion random things that we think are so important... And then
  about 7 am after talking to my mom I found out that one of my little
  nephews was just diagnosed with rear disease. 4 years ago I was
  diagnosed with the same thing... aplastic anemia (form of bone marrow
  failure). That moment felt like as if the floor beneath me just
    dropped as if I was an elevator, yet I was standing. All my worries
    and thoughts became so insignificant... His name is Vasyl (on the right) . He is only 11 years old. He need
  bone marrow transplant as soon as possible. Fortunately he has 10 out
  of 10 donor match, his brave little brother Mark (one on the left).
  But unfortunately he lives in Ukraine... and his parents just can't
  afford this procedure that cost 40 000 Euro.  Can you imagine how is
  it to know that you can help your child but can't afford it... I get
  chills even thinking about it... So here I am asking for your help. If everyone who read this
    post can donate at least $5 (price of our everyday coffee) TOGETHER
    we can try to make a difference in his life. PLEASE SHARE THIS POST. I am very new to this campaign thing so forgive me if I made a
    mistake somewhere and please contact me if you have ANY questions. Thank you for your time and your help! Sincerely, Olga Sapunkova",https://fundrazr.com/31Mve7
